Company Name,Sector,Calendar Year,total_health,rel_quality,z_quality,price_metric,rel_price,z_price,price_hat,price_resid,price_resid_std,QARP_spread,QARP_resid,QARP_resid,rank_qarf
Occidental Petroleum Corporation,Energy,2023,0.621,0.6106194690265487,-0.572682774429342,1.115,1.115,0.16655762183350162,1.0517776595977717,0.05837266312639542,0.08619404254899729,-0.7392403962628437,-0.6588768169783393,-0.6588768169783393,354
Northern Trust Corporation,Financial Services,2023,0.691,0.5650040883074406,-0.619151936110604,1.089,1.089,0.10668784656755498,1.0508518138414613,0.03565875739026593,0.052654312603241854,-0.7258397826781591,-0.6718062487138459,-0.6718062487138459,355
"Intuitive Surgical, Inc.",Healthcare,2023,1.516,1.4115456238361266,0.6575781149318586,2.664,2.664,0.40333627540067696,1.0681674369178695,0.9138842482879072,1.3494566388246008,0.2542418395311816,-0.6918785238927422,-0.6918785238927422,356
"Republic Services, Inc.",Industrials,2023,0.862,0.8178368121442124,-0.3225524068534339,1.374,1.374,0.5457746465189383,1.055993786313935,0.2632438927058096,0.38871029816674685,-0.8683270533723721,-0.7112627050201807,-0.7112627050201807,357
"Analog Devices, Inc.",Technology,2023,0.996,0.9054545454545454,-0.1447863023132068,1.576,1.576,0.5111367420206983,1.0577815715949532,0.39871613338319706,0.5887508557111324,-0.655923044333905,-0.7335371580243392,-0.7335371580243392,358
"Enphase Energy, Inc.",Energy,2023,1.613,1.586037364798427,0.8619164988886061,3.161,3.161,3.1298349633234523,1.0717718996844223,1.0815751733709058,1.5970718401455903,-2.267918464434846,-0.7351553412569842,-0.7351553412569842,359
Constellation Energy Corporation,Utilities,2023,1.07,1.0710710710710711,0.26126005031389055,2.093,2.093,3.7449039087405604,1.0611691454477115,0.6792271757580349,1.0029581134743504,-3.48364385842667,-0.7416980631604598,-0.7416980631604598,360
"McCormick & Company, Incorporated",Consumer Defensive,2023,0.781,0.7567829457364341,-0.42849551267799546,1.31,1.31,0.2980805912835452,1.0547498068294952,0.21672354833416954,0.32001758607511743,-0.7265761039615406,-0.7485130987531129,-0.7485130987531129,361
"Prudential Financial, Inc.",Financial Services,2023,0.631,0.5159443990188062,-0.6889811018373638,1.099,1.099,0.11867524505829151,1.04985696928324,0.04574674026104991,0.06755039543083383,-0.8076563468956554,-0.7565314972681977,-0.7565314972681977,362
Jacobs Engineering Group Inc.,Industrials,2023,0.606,0.5749525616698292,-0.752622282658012,1.058,1.058,0.08463884892539689,1.0510536663909862,0.006587180627049619,0.009726740169733735,-0.8372611315834089,-0.7623490228277457,-0.7623490228277457,363
The Progressive Corporation,Financial Services,2023,1.362,1.1136549468520032,0.1617709006003268,1.986,1.986,1.1819574911866209,1.0620419217539776,0.6259291692377136,0.9242573930387947,-1.0201865905862941,-0.7624864924384679,-0.7624864924384679,364
Fair Isaac Corporation,Technology,2023,1.967,1.788181818181818,1.2070165779379827,4.084,4.084,2.7367113062358213,1.0759627922420576,1.333861018861408,1.9696013040426217,-1.5296947282978386,-0.762584726104639,-0.762584726104639,365
Alphabet Inc.,Communication Services,2023,1.915,1.9323915237134208,1.5762202937684135,5.26,5.26,1.9672213352129937,1.0789625836814845,1.584131017922435,2.3391541356667997,-0.39100104144458014,-0.7629338418983862,-0.7629338418983862,366
"Boston Properties, Inc.",Real Estate,2023,0.889,0.8780246913580247,-0.1970056495930775,1.558,1.558,0.3903123585996618,1.0572215572933017,0.3877586529764599,0.572570858400353,-0.5873180081927393,-0.7695765079934306,-0.7695765079934306,367
Ford Motor Company,Consumer Cyclical,2023,0.403,0.34952298352124894,-1.7803389822699929,0.529,0.529,-0.7435132190139021,1.0464892455059458,-0.6822078333442245,-1.0073594019036913,-1.0368257632560907,-0.7729795803663015,-0.7729795803663015,368
"First Solar, Inc.",Energy,2023,1.067,1.0491642084562438,0.07230843111481586,1.899,1.899,1.3020461045940692,1.0607204335607934,0.5823791002639257,0.8599506388650069,-1.2297376734792533,-0.787642207750191,-0.787642207750191,369
"Conagra Brands, Inc.",Consumer Defensive,2023,0.5,0.4844961240310077,-0.9082056284649148,0.981,0.981,-0.018269455594797944,1.0492197487770096,-0.06722961095037236,-0.09927235860836704,-0.8899361728701168,-0.8089332698565478,-0.8089332698565478,370
Baker Hughes Company,Energy,2023,0.618,0.6076696165191741,-0.577021280296231,1.25,1.25,0.36208178659456874,1.0517177624021266,0.17271875968399758,0.25503938528514136,-0.9391030668907998,-0.8320606655813724,-0.8320606655813724,371
Morgan Stanley,Financial Services,2023,0.602,0.4922322158626328,-0.7227318652719643,1.145,1.145,0.17381727811567954,1.049376465418973,0.08720849168916142,0.12877350527957027,-0.8965491433876438,-0.8515053705515345,-0.8515053705515345,372
Citigroup Inc.,Financial Services,2023,0.357,0.29190515126737526,-1.0078676253229004,0.943,0.943,-0.06832817139719823,1.0453258034200708,-0.10301760678188525,-0.1521175068375197,-0.9395394539257022,-0.8557501184853807,-0.8557501184853807,373
Parker-Hannifin Corporation,Industrials,2023,0.637,0.6043643263757116,-0.7005435086348014,1.169,1.169,0.2466200942826218,1.0516506520445303,0.10578770313070149,0.1562078770513591,-0.9471636029174232,-0.8567513856861605,-0.8567513856861605,374
MSCI Inc.,Financial Services,2023,1.517,1.240392477514309,0.342162912061123,2.408,2.408,1.6878257074957017,1.0646437159417743,0.816156323277656,1.205149963826424,-1.3456627954345788,-0.8629870517653011,-0.8629870517653011,375
"Chipotle Mexican Grill, Inc.",Consumer Cyclical,2023,1.429,1.2393755420641803,0.6551647454753573,2.979,2.979,3.1240183873216822,1.0646228139327454,1.028967102622472,1.519389890314168,-2.4688536418463247,-0.8642251448388107,-0.8642251448388107,376
"Brown & Brown, Inc.",Financial Services,2023,1.201,0.982011447260834,-0.025604027433145292,1.873,1.873,1.0464998882412981,1.0593461450042292,0.5698895500003478,0.8415083617925072,-1.0721039156744434,-0.8671123892256525,-0.8671123892256525,377
"Tesla, Inc.",Consumer Cyclical,2023,1.094,0.9488291413703382,-0.14005333327190614,1.736,1.736,1.1618380662297918,1.0586677229405173,0.49457236378209335,0.730293755402013,-1.3018913995016979,-0.8703470886739192,-0.8703470886739192,378
Carrier Global Corporation,Industrials,2023,0.788,0.7476280834914611,-0.44686948032819457,1.467,1.467,0.6814886628993159,1.0545634018534957,0.33009265499271334,0.4874202893218308,-1.1283581432275105,-0.9342897696500254,-0.9342897696500254,379
Ecolab Inc.,Basic Materials,2023,1.042,1.0,0.0,2.018,2.018,1.1582156763411389,1.0597141079962196,0.6441077596231016,0.9511002011143167,-1.1582156763411389,-0.9511002011143167,-0.9511002011143167,380
"T-Mobile US, Inc.",Communication Services,2023,0.991,1.0,0.0,2.06,2.06,0.48949638857412525,1.0597141079962196,0.6647068204931743,0.9815171160537615,-0.48949638857412525,-0.9815171160537615,-0.9815171160537615,381
"Meta Platforms, Inc.",Communication Services,2023,2.069,2.087790110998991,1.8389236760631489,7.352,7.352,2.933284019078154,1.0822044843075391,1.9159722351397246,2.8291563809713196,-1.0943603430150053,-0.9902327049081707,-0.9902327049081707,382
"The Goldman Sachs Group, Inc.",Financial Services,2023,0.525,0.4292722812755519,-0.812345961287973,1.191,1.191,0.2289593111730676,1.0481017117159281,0.12781265601961284,0.18873028779585094,-1.0413052724610405,-1.0010762490838239,-1.0010762490838239,383
"Etsy, Inc.",Consumer Cyclical,2023,0.812,0.7042497831743278,-0.8094607906054235,1.205,1.205,0.32360978746889596,1.0536806106481456,0.13419018869561444,0.19814745832381908,-1.1330705780743195,-1.0076082489292426,-1.0076082489292426,384
"Kinder Morgan, Inc.",Energy,2023,0.585,0.5752212389380531,-0.6247448448320095,1.368,1.368,0.5329843898672053,1.0510591183370925,0.2635514792803657,0.3891644856044072,-1.157729234699215,-1.0139093304364168,-1.0139093304364168,385
Westinghouse Air Brake Technologies Corporation,Industrials,2023,0.623,0.5910815939278937,-0.7240629549678643,1.299,1.299,0.4363278591154076,1.0513810036437607,0.21149019612608433,0.31228993140360034,-1.160390814083272,-1.0363528863714646,-1.0363528863714646,386
"DexCom, Inc.",Healthcare,2023,1.362,1.2681564245810055,0.42846718800989875,2.886,2.886,0.45714676406591154,1.0652145324361806,0.9966952425691714,1.4717367264942078,-0.02867957605601279,-1.0432695384843091,-1.0432695384843091,387
Global Payments Inc.,Industrials,2023,0.519,0.49240986717267554,-0.8987788420134741,1.175,1.175,0.25537583727490426,1.0493800645287341,0.11306857252464325,0.16695892955989763,-1.1541546792883783,-1.0657377715733718,-1.0657377715733718,388
Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,2023,1.149,0.9965307892454467,-0.009495141238773215,2.182,2.182,1.8658866770157798,1.0596431339657453,0.7223097020416992,1.066574486357178,-1.875381818254553,-1.0760696275959512,-1.0760696275959512,389
Northrop Grumman Corporation,Industrials,2023,0.587,0.5569259962049335,-0.7845415312528832,1.306,1.306,0.44654289260640395,1.0506879394749549,0.21752390076948014,0.3211993997558464,-1.231084423859287,-1.1057409310087296,-1.1057409310087296,390
Ball Corporation,Consumer Cyclical,2023,0.794,0.6886383347788378,-0.8521889261799033,1.266,1.266,0.4199034315450063,1.0533630831417704,0.1838743417010908,0.2715119027195115,-1.2720923577249095,-1.1237008288994148,-1.1237008288994148,391
"Cadence Design Systems, Inc.",Technology,2023,1.653,1.5027272727272727,0.769873319030801,3.875,3.875,2.5512467592178942,1.07004945461128,1.286840796136694,1.9001704632837964,-1.7813734401870933,-1.1302971442529954,-1.1302971442529954,392
Generac Holdings Inc.,Industrials,2023,0.672,0.6375711574952562,-0.6417448928021442,1.484,1.484,0.7062966013774493,1.0523250756467295,0.34373907089382927,0.5075708133826426,-1.3480414941795935,-1.1493157061847867,-1.1493157061847867,393
"Digital Realty Trust, Inc.",Real Estate,2023,0.567,0.5599999999999999,-0.7106560072365675,1.429,1.429,0.3000788563427507,1.0507502965370916,0.30747042182998546,0.45401592461845336,-1.0107348635793183,-1.164671931855021,-1.164671931855021,394
"Take-Two Interactive Software, Inc.",Technology,2023,0.048,0.04363636363636363,-1.4645691349374372,0.85,0.85,-0.13310852656789016,1.0403274378850853,-0.20205443721832134,-0.2983569332976764,-1.331460608369547,-1.166212201639761,-1.166212201639761,395
"Equinix, Inc.",Real Estate,2023,1.011,0.9985185185185185,-0.002392781169146767,2.345,2.345,0.9408066708181813,1.0596837988749885,0.7943148412235655,1.1728984691596998,-0.943199451987328,-1.1752912503288466,-1.1752912503288466,396
Willis Towers Watson Public Limited Company,Financial Services,2023,0.507,0.41455437448896154,-0.8332947110060009,1.343,1.343,0.4111677682322626,1.0478039407219466,0.24820942860758716,0.36651015911574,-1.2444624792382635,-1.199804870121741,-1.199804870121741,397
"Roper Technologies, Inc.",Industrials,2023,0.763,0.7239089184060721,-0.48886849163723556,1.719,1.719,1.049229868575178,1.054080601841707,0.4890738068698163,0.7221744950655666,-1.5380983602124134,-1.211042986702802,-1.211042986702802,398
Dayforce Inc,Technology,2023,0.327,0.29727272727272724,-1.0761520354625844,1.153,1.153,0.13577069709924797,1.045434132982383,0.09793500388007562,0.14461245109199664,-1.2119227325618325,-1.220764486554581,-1.220764486554581,399
Targa Resources Corp.,Energy,2023,0.971,0.9547689282202557,-0.06652375662563055,2.331,2.331,1.9277234318294838,1.0587891317069613,0.7891714334625797,1.1653036279505997,-1.9942471884551143,-1.2318273845762302,-1.2318273845762302,400
Hilton Worldwide Holdings Inc.,Consumer Cyclical,2023,1.059,0.9184735472679965,-0.22313581911117267,2.105,2.105,1.7443356836738044,1.0580474743741657,0.6878902628957163,1.0157501716289377,-1.9674715027849772,-1.2388859907401104,-1.2388859907401104,401
PTC Inc.,Technology,2023,0.819,0.7445454545454544,-0.3912014514424145,1.881,1.881,0.7817907460420748,1.0545006429081816,0.5787362197017976,0.854571501005679,-1.1729921974844892,-1.2457729524480936,-1.2457729524480936,402
"L3Harris Technologies, Inc.",Industrials,2023,0.52,0.49335863377609107,-0.8970988815611125,1.346,1.346,0.5049145125549536,1.0493992861841897,0.24891933916556763,0.3675584248203225,-1.4020133941160662,-1.264657306381435,-1.264657306381435,403
"Nasdaq, Inc.",Financial Services,2023,0.813,0.6647587898609975,-0.4771659657995257,1.82,1.82,0.9829666762403947,1.0528775726197654,0.5473095400145629,0.8081663445325228,-1.4601326420399203,-1.2853323103320484,-1.2853323103320484,404
News Corporation,Communication Services,2023,0.274,0.2764883955600404,-1.2231060071774378,1.096,1.096,0.04433174839916609,1.0450147215906809,0.047636215561694915,0.07034042599884865,-1.2674377555766039,-1.2934464331762865,-1.2934464331762865,405
PPL Corporation,Utilities,2023,0.792,0.7927927927927928,-0.7617018368306379,1.515,1.515,1.7645247145483882,1.055483334185916,0.36141664027674997,0.533673805535922,-2.5262265513790263,-1.2953756423665599,-1.2953756423665599,406
Laboratory Corporation of America Holdings,Healthcare,2023,0.565,0.5260707635009311,-0.7572562454758283,1.518,1.518,0.12555780688554727,1.0500622370493449,0.3685442431802751,0.5441985422026135,-0.8828140523613756,-1.3014547876784417,-1.3014547876784417,407
Costco Wholesale Corporation,Consumer Defensive,2023,0.973,0.942829457364341,-0.10072205278088357,2.394,2.394,1.3404011104814904,1.05854510401394,0.8160701851953387,1.205022770905377,-1.441123163262374,-1.3057448236862605,-1.3057448236862605,408
"Monolithic Power Systems, Inc.",Technology,2023,1.526,1.3872727272727272,0.593066969090635,3.898,3.898,2.5716567332916376,1.067666994864571,1.2949877117291546,1.9122003339734224,-1.9785897642010024,-1.3191333648827874,-1.3191333648827874,409
"Synopsys, Inc.",Technology,2023,1.152,1.0472727272727271,0.07239315115660314,2.752,2.752,1.5547075903129568,1.0606816998020598,0.9534161056348691,1.4078300350636384,-1.4823144391563536,-1.3354368839070352,-1.3354368839070352,410
Intuit Inc.,Technology,2023,0.922,0.8381818181818181,-0.24780732511298847,2.207,2.207,1.071079943782956,1.0564086439540157,0.7367590434041382,1.0879106234716054,-1.3188872688959443,-1.3357179485845938,-1.3357179485845938,411
Hess Corporation,Energy,2023,0.979,0.9626352015732548,-0.05495440764725995,2.53,2.53,2.2159405339587606,1.058949939132437,0.8709415090671231,1.2860466778373485,-2.2708949416060205,-1.3410010854846084,-1.3410010854846084,412
Ingersoll Rand Inc.,Industrials,2023,0.761,0.722011385199241,-0.4922284125419587,1.876,1.876,1.2783384768732344,1.0540419873908344,0.5765095650241157,0.8512835857770306,-1.7705668894151931,-1.3435119983189892,-1.3435119983189892,413
"ANSYS, Inc.",Technology,2023,1.004,0.9127272727272726,-0.13364889444296021,2.421,2.421,1.260981441686479,1.0579301030379327,0.8278664118837521,1.222441274887234,-1.3946303361294392,-1.356090169330194,-1.356090169330194,414
"Salesforce, Inc.",Technology,2023,0.288,0.2618181818181818,-1.1304468988300371,1.229,1.229,0.20321235056031237,1.0447187895681522,0.16245308227298588,0.23988091575218445,-1.3336592493903494,-1.3703278145822215,-1.3703278145822215,415
"Becton, Dickinson and Company",Healthcare,2023,0.592,0.5512104283054003,-0.7170874465999002,1.654,1.654,0.15852279093271796,1.0505720073525062,0.4538618118576309,0.6701798791998572,-0.8756102375326181,-1.3872673257997574,-1.3872673257997574,416
Walmart Inc.,Consumer Defensive,2023,0.62,0.6007751937984496,-0.7033472160292198,1.677,1.677,0.6509695493514842,1.0515777834216529,0.4667147956440035,0.6891588082400711,-1.354316765380704,-1.392506024269291,-1.392506024269291,417
"Micron Technology, Inc.",Technology,2023,0.3,0.2727272727272727,-1.113740787024667,1.285,1.285,0.2529062004789912,1.0449388430848445,0.2068003580067528,0.30536483865033204,-1.3666469875036582,-1.419105625674999,-1.419105625674999,418
"Intercontinental Exchange, Inc.",Financial Services,2023,0.888,0.7260834014717906,-0.38987950864107584,2.119,2.119,1.3413898911134168,1.0541248539105408,0.6982333789618672,1.0310229883644806,-1.7312693997544926,-1.4209024970055564,-1.4209024970055564,419
Boston Scientific Corporation,Healthcare,2023,0.823,0.7662942271880818,-0.37342105621696065,2.291,2.291,0.3129249588595396,1.0549435038652009,0.775501188815898,1.1451179179688589,-0.6863460150765002,-1.5185389741858195,-1.5185389741858195,420
"CarMax, Inc.",Consumer Cyclical,2023,0.553,0.47961838681699914,-1.4242711858159942,1.15,1.15,0.23678764936748462,1.0491209483050328,0.09180932093718601,0.13556716605715402,-1.6610588351834787,-1.5598383518731482,-1.5598383518731482,421
Blackstone Inc.,Financial Services,2023,1.632,1.3344235486508584,0.4760021463707461,4.353,4.353,4.019374713943955,1.0665781973204937,1.4064096848843393,2.0767278675936667,-3.5433725675732086,-1.6007257212229207,-1.6007257212229207,422
"CoStar Group, Inc.",Real Estate,2023,0.82,0.8098765432098766,-0.3070735833738254,2.556,2.556,1.0883979031918884,1.055831511789792,0.8841149171905529,1.3054987507682607,-1.3954714865657138,-1.6125723341420861,-1.6125723341420861,423
The Estée Lauder Companies Inc.,Consumer Defensive,2023,0.809,0.7839147286821706,-0.38069521644299986,2.506,2.506,1.4480947434613514,1.0553024389827632,0.8648604586068428,1.2770672978666069,-1.8287899599043511,-1.6577625143096069,-1.6577625143096069,424
"Quanta Services, Inc.",Industrials,2023,0.617,0.5853889943074003,-0.7341427176820342,1.965,1.965,1.4082153312587575,1.051265461209519,0.625497605671783,0.9236201391193725,-2.1423580489407916,-1.6577628568014067,-1.6577628568014067,425
"The Cooper Companies, Inc.",Healthcare,2023,0.648,0.6033519553072626,-0.633774382264642,2.142,2.142,0.2768089101608011,1.0516300977966866,0.711398537606151,1.050462879977659,-0.9105832924254431,-1.684237262242301,-1.684237262242301,426
Xylem Inc.,Industrials,2023,0.546,0.5180265654648957,-0.85341990979971,1.844,1.844,1.2316411809143952,1.0498991728270932,0.5632429914547089,0.8316939432033347,-2.085061090714105,-1.6851138530030447,-1.6851138530030447,427
Equifax Inc.,Industrials,2023,0.706,0.6698292220113852,-0.5846262374218487,2.266,2.266,1.8474617713715926,1.0529806441489857,0.7663913112478151,1.1316661216542165,-2.4320880087934413,-1.7162923590760653,-1.7162923590760653,428
"Tyler Technologies, Inc.",Technology,2023,0.465,0.42272727272727273,-0.8840317497008294,1.917,1.917,0.8137367924183685,1.0479692834102903,0.6039071883172009,0.8917393707521338,-1.697768542119198,-1.7757711204529634,-1.7757711204529634,429
"Netflix, Inc.",Communication Services,2023,1.472,1.4853683148335015,0.8205216031413494,6.348,6.348,2.469647817070209,1.0696909049301448,1.7807700698195101,2.6295146211788407,-1.6491262139288596,-1.8089930180374914,-1.8089930180374914,430
"Palo Alto Networks, Inc.",Technology,2023,0.627,0.57,-0.6584992403283344,2.317,2.317,1.1686928632660756,1.05095317505186,0.7905757073054358,1.1673772019984292,-1.82719210359441,-1.8258764423267637,-1.8258764423267637,431
The Walt Disney Company,Communication Services,2023,0.313,0.3158425832492432,-1.1565772285443552,1.674,1.674,0.31124581688581165,1.0458090003835183,0.4704252231137218,0.6946376869834885,-1.4678230454301668,-1.8512149155278437,-1.8512149155278437,432
"Principal Financial Group, Inc.",Financial Services,2023,0.44,0.35977105478331967,-0.911270612734216,2.053,2.053,1.2622730610745554,1.0466963142178265,0.6736633015000872,0.9947424044619247,-2.1735436738087714,-1.9060130171961407,-1.9060130171961407,433
Cummins Inc.,Industrials,2023,0.461,0.43738140417457305,-0.996216548250449,2.041,2.041,1.5191214091610012,1.0482658107108334,0.6663026939146146,0.9838736092172238,-2.5153379574114503,-1.9800901574676728,-1.9800901574676728,434
RTX Corporation,Industrials,2023,0.324,0.30740037950664134,-1.2263711302239928,1.763,1.763,1.113438650518582,1.0456385619927753,0.5223891405146897,0.7713684692980316,-2.339809780742575,-1.9977395995220244,-1.9977395995220244,435
"MetLife, Inc.",Financial Services,2023,0.605,0.49468520032706453,-0.7192404069856264,2.528,2.528,1.8316744893845402,1.0494261625151546,0.8791849733975633,1.2982191139948451,-2.5509148963701667,-2.0174595209804718,-2.0174595209804718,436
"ServiceNow, Inc.",Technology,2023,0.82,0.7454545454545454,-0.3898092754586336,3.307,3.307,2.0472091386141504,1.054519150613973,1.1429565523801,1.68770860247008,-2.437018414072784,-2.0775178779287136,-2.0775178779287136,437
Southwest Airlines Co.,Industrials,2023,0.182,0.17267552182163187,-1.464925514459345,1.596,1.596,0.8697371372333881,1.0429223775540197,0.42547374806607047,0.6282615933571309,-2.334662651692733,-2.093187107816476,-2.093187107816476,438
"Corteva, Inc.",Basic Materials,2023,0.373,0.3579654510556622,-1.0661104869522913,2.125,2.125,1.2799534733632432,1.0466598278879566,0.7081678250106832,1.045692356174173,-2.3460639603155347,-2.1118028431264646,-2.1118028431264646,439
"Revvity, Inc.",Healthcare,2023,0.506,0.47113594040968343,-0.8450325096861895,2.518,2.518,0.3679473954676848,1.0489491551976056,0.8756760771657192,1.293037819619896,-1.2129799051538743,-2.1380703293060854,-2.1380703293060854,440
Pfizer Inc.,Healthcare,2023,0.437,0.4068901303538175,-0.947686106813561,2.466,2.466,0.3553431368614138,1.0476489121167165,0.8560488824930751,1.2640559784270733,-1.3030292436749749,-2.211742085240634,-2.211742085240634,441
S&P Global Inc.,Financial Services,2023,0.807,0.659852820932134,-0.48414888237220166,3.425,3.425,2.9069441340036057,1.05277785389557,1.1796692257800598,1.7419191449336238,-3.3910930163758075,-2.2260680273058253,-2.2260680273058253,442
"DuPont de Nemours, Inc.",Basic Materials,2023,0.697,0.6689059500959692,-0.5497879192803298,3.293,3.293,2.6088296128194814,1.0529618751653835,1.1401919768186521,1.6836263843424375,-3.1586175320998113,-2.233414303622767,-2.233414303622767,443
Dow Inc.,Basic Materials,2023,0.502,0.4817658349328215,-0.8605376127866029,2.766,2.766,2.0092425190750998,1.0491644445587767,0.9694081529507144,1.4314441573763863,-2.8697801318617024,-2.291981770162989,-2.291981770162989,444
"Advanced Micro Devices, Inc.",Technology,2023,0.241,0.21909090909090906,-1.1958791700677363,2.279,2.279,1.1349720365355431,1.0438573593964895,0.7808138990682485,1.1529627540447809,-2.3308512066032794,-2.3488419241125174,-2.3488419241125174,445
"Cardinal Health, Inc.",Healthcare,2023,0.566,0.5270018621973929,-0.7557685121841272,3.396,3.396,0.5807654542428017,1.050081113019183,1.1737308567688745,1.7331504507571487,-1.336533966426929,-2.488918962941276,-2.488918962941276,446
NVIDIA Corporation,Technology,2023,1.101,1.0009090909090907,0.0013921759837805876,6.125,6.125,4.547874657736247,1.0597327072043525,1.7543620431200153,2.5905200909474106,-4.5464824817524665,-2.58912791496363,-2.58912791496363,447
"Amazon.com, Inc.",Consumer Cyclical,2023,0.637,0.5524718126626192,-1.2248732198017553,2.769,2.769,2.7925156782072036,1.050597591630535,0.9691271070290043,1.4310291603069252,-4.017388898008959,-2.6559023801086807,-2.6559023801086807,448
Arthur J. Gallagher & Co.,Financial Services,2023,0.42,0.3434178250204415,-0.9345470013098026,3.645,3.645,3.170666900799809,1.0463659064184343,1.2480332460572867,1.8428665911694844,-4.105213902109612,-2.777413592479287,-2.777413592479287,449
International Paper Company,Consumer Cyclical,2023,0.42,0.36426712922810056,-1.7399846320052068,2.147,2.147,1.8106362254966997,1.0467871731544183,0.7183458806849307,1.0607214419973183,-3.5506208575019063,-2.800706074002525,-2.800706074002525,450
"Axon Enterprise, Inc.",Industrials,2023,0.765,0.7258064516129032,-0.4855085707325122,5.163,5.163,6.075026346145292,1.0541192177072063,1.5888122523956374,2.3460665241334926,-6.560534916877804,-2.831575094866005,-2.831575094866005,451
"The Trade Desk, Inc.",Technology,2023,0.554,0.5036363636363637,-0.7601280871443352,4.331,4.331,2.955896679984281,1.0496075317021434,1.4173821472672559,2.0929299875389655,-3.716024767128616,-2.8530580746833007,-2.8530580746833007,452
"CrowdStrike Holdings, Inc.",Technology,2023,0.128,0.11636363636363636,-1.3531950562349704,3.088,3.088,1.852870689825031,1.0417891669910984,1.0865840442451948,1.6044680219563474,-3.206065746060001,-2.9576630781913176,-2.9576630781913176,453
Welltower Inc.,Real Estate,2023,0.665,0.6567901234567902,-0.5543276375189834,5.508,5.508,3.1532761873965507,1.0527156062952487,1.6548284636842956,2.4435471566757685,-3.707603824915534,-2.997874794194752,-2.997874794194752,454
"Alexandria Real Estate Equities, Inc.",Real Estate,2023,0.602,0.5945679012345679,-0.6548244466231445,6.505,6.505,3.8506622474751575,1.0514517713338096,1.8223992633951638,2.690984978879855,-4.505486694098302,-3.345809425503,-3.345809425503,455
STERIS plc,Healthcare,2023,0.369,0.3435754189944134,-1.0488519706492316,7.113,7.113,1.4817275550026072,1.046369090018175,1.916597933822596,2.830080298024367,-2.530579525651839,-3.8789322686735987,-3.8789322686735987,456
Viatris Inc.,Healthcare,2023,0.461,0.4292364990689013,-0.9119805078127362,8.801,8.801,1.8908811805292554,1.0481009876718397,2.127885407853081,3.142070886619231,-2.8028616883419915,-4.054051394431967,-4.054051394431967,457
"Merck & Co., Inc.",Healthcare,2023,0.245,0.2281191806331471,-1.2333308988201603,30.824,30.824,7.2290270898736715,1.0440393203617389,3.3851964553909073,4.998637233337698,-8.462357988693832,-6.231968132157858,-6.231968132157858,458
