Ticker,Company Name,Sector,Industry,Beta,Calendar Year,Period,Filing Date,Revenue,Cost Of Revenue,Net Income,Total Current Assets,Total Assets,Total Current Liabilities,Total Liabilities,Long-Term Debt,Short-Term Debt,Total Debt,Interest Expense,Income Before Tax,Income Tax Expense,Depreciation and Amortization,Operating Expenses,Operating Income,EBITDA,EBIT,EBT,Operating Cash Flow,Capital Expenditure,Cash And Short Term Investments,Net Cash,Free Cash Flow,Stock Based Compensation,Dividends Paid,Common Stock,Preferred Stock,Retained Earnings,Weighted Average Shares Outstanding,Revenue Per Share,Earnings per Share,Book Value Per Share,Current Ratio,Quick Ratio,Return On Equity,Return On Invested Capital,Return On Assets,Return On Capital Employed,Gross Profit Margin,Operating Profit Margin,Effective Tax Rate,Pre-Tax Cost of Debt,After-Tax Cost of Debt,Interest Coverage Ratio,Price Dates,Price,Market Cap,P/E Ratio,P/S Ratio,Risk Free Rate,Equity Risk Premium,WACC,Avg Market Return
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,0.13,2023,FY,05/02/2024,13117200000,1815800000,3953600000,19479200000,33080200000,3423400000,7107100000,2702900000,0,2702900000,73000000,4199300000,245700000,421000000,7068200000,4047100000,5130100000,4272300000,4199300000,4594000000,-926400000,10844800000,8141900000,3667600000,885000000,0,100000,0,27260300000,106700000,122.940,37.050,243.420,5.690,4.940,0.152,0.133,0.120,0.136,0.862,0.308,0.0590,0.0270,0.0250,55.44,09/06/2024,1001.73,106884587520,27.04,8.15,0.044,0.036,0.048,0.08
RF,Regions Financial Corporation,Financial Services,Banks - Regional,1.2,2023,FY,23/02/2024,8897000000,2306000000,2074000000,7430000000,152194000000,113204000000,134701000000,2330000000,92000000,2865000000,322000000,2607000000,533000000,236000000,848000000,2607000000,2607000000,2929000000,2607000000,2364000000,-348000000,1889000000,-976000000,2016000000,61000000,-885000000,10000000,1659000000,8186000000,936000000,9.510,2.110,18.690,0.070,0.090,0.119,0.104,0.014,0.067,0.741,0.293,0.2040,0.1120,0.0890,8.1,27/06/2024,19.20,17971200000,9.10,2.02,0.043,0.037,0.088,0.08
RJF,"Raymond James Financial, Inc.",Financial Services,Financial - Capital Markets,1.03,2023,FY,21/11/2023,11468000000,271000000,1739000000,21019000000,78360000000,5447000000,68173000000,3139000000,456000000,3139000000,1373000000,2280000000,541000000,167895,5508000000,7213000000,7213000000,3653000000,2280000000,-3514000000,-173000000,18494000000,15355000000,-3687000000,237000000,-355000000,2000000,79000000,10213000000,211800000,54.150,8.160,48.100,3.860,0.840,0.170,0.398,0.022,0.099,0.976,0.629,0.2370,0.4370,0.3340,5.25,23/07/2024,111.81,23681357824,13.70,2.06,,,0.039,0.08
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel - Manufacturers,1.53,2023,FY,25/05/2023,6443600000,2277800000,522700000,3324100000,6789500000,1493500000,4359000000,2594900000,266700000,2861600000,40400000,691900000,169200000,220500000,3408900000,704200000,1005500000,732300000,691900000,411000000,-217500000,1565700000,-1295900000,193500000,75500000,-198300000,1300000,0,6598200000,67700000,95.180,7.720,35.900,2.230,1.510,0.215,0.100,0.077,0.133,0.647,0.109,0.2450,0.0140,0.0110,17.43,25/01/2024,141.85,9603245056,18.37,1.49,0.041,0.040,0.080,0.08
RMD,ResMed Inc.,Healthcare,Medical - Instruments & Supplies,0.66,2023,FY,11/08/2023,4222993000,1867331000,897556000,2367830000,6751708000,758533000,2621805000,1548087000,31821000,1579908000,-47379000,1101664000,204108000,167895,1203665000,1131871000,1339536000,1054285000,1101664000,693299000,-134000000,227891000,-1352017000,559299000,71142000,-258276000,588000,0,4253016000,146765000,28.770,6.120,28.140,3.120,1.810,0.217,0.161,0.133,0.189,0.558,0.268,0.1850,-0.0300,-0.0240,-23.89,12/04/2024,185.86,27277742080,30.37,6.46,0.045,0.030,0.063,0.08
ROK,"Rockwell Automation, Inc.",Industrials,Industrial - Machinery,1.37,2023,FY,08/11/2023,9058000000,5341000000,1278000000,4644100000,11304000000,1253500000,7560600000,3148200000,103300000,3251500000,135300000,1608500000,330500000,167895,2023700000,1622000000,1872400000,1743800000,1608500000,1374600000,-160500000,1071800000,-2179700000,1214100000,88300000,-542400000,181400000,0,9255200000,114800000,78.900,12.030,32.610,3.700,2.580,0.359,0.189,0.113,0.161,0.410,0.179,0.2050,0.0420,0.0330,11.99,10/07/2024,265.08,30431184896,22.03,3.36,0.043,0.040,0.088,0.08
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Products & Services,0.7,2023,FY,15/02/2024,3073278000,1469871000,434957000,406639000,2595460000,576689000,1439893000,724145000,92203000,816348000,19055000,586257000,151300000,167895,1014985000,583226000,710260000,605312000,586257000,528366000,-32465000,103825000,-712523000,495901000,24605000,-264348000,484080000,0,566402000,489949000,6.270,0.890,2.360,0.710,0.650,0.376,0.219,0.168,0.289,0.522,0.190,0.2580,0.0230,0.0170,30.61,19/06/2024,49.35,24178982912,55.45,7.87,0.042,0.038,0.067,0.08
ROP,"Roper Technologies, Inc.",Industrials,Industrial - Machinery,1.02,2023,FY,22/02/2024,6177800000,1870600000,1384200000,1481400000,28167500000,2963200000,10722700000,5830600000,499500000,6330100000,164700000,1743100000,374700000,755200000,2562000000,1745200000,2500400000,1923600000,1743100000,2035100000,-108000000,214300000,-6115800000,1927100000,123500000,-290200000,1100000,0,14816300000,106600000,57.950,12.800,163.650,0.500,0.460,0.079,0.058,0.049,0.069,0.697,0.282,0.2150,0.0260,0.0200,10.6,26/06/2024,557.54,59433762816,43.56,9.62,0.043,0.037,0.075,0.08
RSG,"Republic Services, Inc.",Industrials,Waste Management,0.7,2023,FY,29/02/2024,14964500000,10541500000,1731000000,2381000000,31410100000,4228300000,20866600000,11648700000,987100000,13069100000,537500000,2191500000,460100000,1599300000,1579700000,2843300000,4442600000,2728600000,2191500000,3617800000,-1631100000,140000000,-12929100000,1986700000,40900000,-638100000,3200000,0,8433900000,316182000,47.330,5.470,33.350,0.560,0.540,0.164,0.097,0.055,0.105,0.296,0.190,0.2100,0.0410,0.0320,5.29,03/07/2024,193.54,61193863168,35.38,4.09,0.044,0.036,0.063,0.08
RTX,RTX Corporation,Industrials,Aerospace & Defense,0.54,2023,FY,05/02/2024,68920000000,56831000000,3195000000,48417000000,161869000000,46761000000,100424000000,43767000000,1472000000,45239000000,1653000000,3836000000,456000000,4211000000,6748000000,3561000000,9700000000,5304000000,3836000000,7883000000,-3166000000,6587000000,-38652000000,4717000000,425000000,-3239000000,37055000000,0,52154000000,1426000000,48.330,2.240,43.090,1.040,0.780,0.053,0.030,0.020,0.031,0.175,0.052,0.1190,0.0360,0.0320,2.15,09/06/2024,107.09,152710332416,47.81,2.22,0.044,0.036,0.057,0.08
RVTY,"Revvity, Inc.",Healthcare,Medical - Diagnostics & Research,1.05,2023,FY,31/12/2023,2750571000,1575993000,179503000,3001091000,13564665000,1450463000,5691926000,3177770000,721872000,4032389000,98813000,182976000,3473000,431769000,874016000,300562000,732331000,281789000,182976000,91272000,-81368000,1604289000,-2428100000,9904000,41410000,-34966000,123426000,0,5609212000,124704000,22.060,1.440,63.130,2.070,1.770,0.023,0.025,0.013,0.025,0.427,0.109,0.0190,0.0240,0.0240,3.04,04/05/2024,102.82,12822065152,71.40,4.66,0.045,0.035,0.068,0.08
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,0.64,2023,FY,28/02/2024,2711584000,1341668000,501812000,484267000,10178441000,1363259000,15314276000,11681170000,916609000,14463465000,426887000,548503000,51088000,167895,270805000,1099111000,1835626000,979787000,548503000,1544393000,-366659000,247722000,-14215743000,1177734000,87919000,-369960000,1080000,0,-7450824000,108204000,25.060,4.640,-47.460,0.360,0.360,-0.097,0.134,0.049,0.125,0.505,0.405,0.0930,0.0300,0.0270,2.57,02/07/2024,189.00,20450555904,40.73,7.54,0.044,0.036,0.050,0.08
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,0.94,2023,FY,17/11/2023,35975600000,26129400000,4124500000,7303400000,29445500000,9345300000,37433300000,21472400000,3127400000,24599800000,550100000,5401900000,1277200000,1450300000,4343300000,5870800000,7332800000,5951800000,5401900000,6008700000,-2333600000,3953000000,-20646800000,3675100000,302700000,-2431800000,1100000,0,-7255800000,1146800000,31.370,3.600,-6.970,0.780,0.590,-0.516,0.270,0.140,0.292,0.274,0.163,0.2360,0.0220,0.0170,10.67,19/07/2024,79.27,90906836992,22.02,2.53,0.042,0.040,0.065,0.08
SCHW,The Charles Schwab Corporation,Financial Services,Financial - Capital Markets,0.99,2023,FY,23/02/2024,18837000000,6180000000,5067000000,143840000000,495550000000,6553000000,454592000000,48757000000,10470000000,59973000000,2900000000,6378000000,1311000000,1338000000,10063000000,9278000000,10616000000,9278000000,6378000000,-4172000000,-700000000,67577000000,7604000000,-4872000000,320000000,-2276000000,21000000,9191000000,33901000000,1824000000,10.330,2.550,22.460,21.950,21.950,0.124,0.074,0.010,0.019,0.672,0.492,0.2060,0.0480,0.0380,3.2,27/06/2024,73.56,134173442048,28.85,7.12,0.043,0.037,0.067,0.08
SHW,The Sherwin-Williams Company,Basic Materials,Chemicals - Specialty,1.16,2023,FY,20/02/2024,23051900000,12293800000,2388800000,5512900000,22954400000,6626900000,19105400000,8377900000,1922300000,11809700000,417500000,3109900000,721100000,622500000,7065400000,3692700000,4315200000,3527400000,3109900000,3521900000,-888400000,276800000,-11532900000,2633500000,115900000,-623700000,91800000,0,5288300000,255400000,90.260,9.350,15.070,0.830,0.480,0.643,0.202,0.104,0.226,0.467,0.160,0.2320,0.0350,0.0270,8.84,24/06/2024,300.55,76760473600,32.14,3.33,0.042,0.038,0.078,0.08
SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,0.24,2023,FY,20/06/2023,8529200000,5727400000,-91300000,2858700000,14991400000,1986700000,7700600000,4314200000,33200000,4314200000,152000000,-9200000,82100000,431000000,1621100000,1166000000,1602500000,142800000,-9200000,1188000000,-471000000,1143600000,-3170600000,717000000,25600000,-430200000,26100000,0,2132100000,106200000,80.310,-0.860,68.650,1.440,0.930,-0.012,0.994,-0.006,0.090,0.328,0.137,-8.9240,0.0350,0.3500,7.67,20/02/2024,125.88,13368456192,-146.37,1.57,0.043,0.040,0.125,0.08
SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,1.57,2023,FY,24/01/2024,33135000000,26572000000,4203000000,17718000000,47957000000,13395000000,26598000000,10842000000,1123000000,11965000000,503000000,5282000000,1007000000,1759000000,1075000000,5830000000,7589000000,5713000000,5282000000,6637000000,-2092000000,3989000000,-7976000000,4545000000,293000000,-1317000000,11624000000,0,13497000000,1425000000,23.250,2.950,14.990,1.320,1.000,0.208,0.147,0.088,0.169,0.198,0.176,0.1910,0.0420,0.0340,11.59,28/05/2024,46.53,66305249280,15.77,2.00,0.046,0.034,0.090,0.08
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,1.27,2023,FY,28/08/2023,7123482000,5840470000,639998000,3179426000,3674729000,1374652000,1702559000,120179000,170123000,290302000,10491000,754297000,110666000,167895,521870000,761142000,764788000,761155000,754297000,663580000,-36793000,440459000,150157000,626787000,54433000,0,538352000,0,1433014000,52925000,134.600,12.090,37.260,2.310,1.260,0.324,0.287,0.174,0.331,0.180,0.107,0.1470,0.0360,0.0310,72.55,29/04/2024,890.35,47121772544,73.64,6.61,0.046,0.030,0.089,0.08
SNA,Snap-on Incorporated,Industrials,Manufacturing - Tools & Accessories,0.98,2023,FY,16/02/2024,5108300000,2488700000,1011100000,3652000000,7544900000,941600000,2451500000,1184600000,41000000,1281300000,51500000,1328000000,293400000,167895,1313700000,1305900000,1405200000,1356000000,1328000000,1154200000,-95000000,1001500000,-279800000,1059200000,44700000,-355600000,67500000,0,6948500000,52900000,96.570,19.110,96.280,3.880,2.810,0.199,0.162,0.134,0.198,0.513,0.256,0.2210,0.0400,0.0310,25.36,20/06/2024,268.68,14213172224,14.06,2.78,0.043,0.037,0.075,0.08
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,1.07,2023,FY,12/12/2023,5842619000,1222193000,1229888000,3430624000,10333131000,2985451000,4148830000,602113000,85690000,687803000,1178000,1301782000,83657000,247120000,3274165000,1269259000,1670383000,1314723000,1301782000,1703274000,-191822000,1590552000,902749000,1511452000,563292000,0,1521000,0,6741699000,152146000,38.400,8.080,40.650,1.150,1.040,0.200,0.174,0.119,0.173,0.791,0.217,0.0640,0.0020,0.0020,1077.47,15/04/2024,543.91,82753732608,67.32,14.16,0.046,0.034,0.082,0.08
SO,The Southern Company,Utilities,Regulated Electric,0.5,2023,FY,31/12/2023,25253000000,13545000000,3976000000,10432000000,139331000000,13467000000,104106000000,58517000000,4973000000,63490000000,2446000000,4345000000,496000000,4986000000,5882000000,5826000000,11509000000,6918000000,4345000000,7553000000,-9095000000,748000000,-62742000000,-1542000000,137000000,-3035000000,5423000000,0,12482000000,1092000000,23.130,3.640,32.260,0.770,0.530,0.126,0.054,0.028,0.046,0.464,0.231,0.1140,0.0380,0.0340,2.38,04/05/2024,75.47,82413240320,20.73,3.26,0.045,0.035,0.050,0.08
SOLV,Solventum Corporation,Healthcare,Medical - Care Facilities,0,2023,FY,31/12/2023,8241000000,3681000000,692000000,2916000000,14377000000,1771000000,10968000000,8303000000,29000000,8303000000,0,910000000,218000000,561000000,3080000000,1480000000,2041000000,910000000,910000000,1915000000,-290000000,600000000,-7703000000,1625000000,39000000,0,2000000,0,0,172466022,47.780,4.010,19.770,1.650,1.160,0.203,0.096,0.048,0.117,0.553,0.180,0.2400,0.0000,0.0000,0,04/05/2024,64.69,11156827136,16.13,1.35,0.045,0.035,0.026,0.08
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,1.77,2023,FY,22/02/2024,5658836000,931129000,6980,3588374000,34283495000,3456012000,30595897000,26033423000,2946165000,26518284000,854648000,6980,81874000,1262107000,1920685000,2807022000,4069129000,936528980,6980,3930793000,-793283000,2168991000,-24349293000,3137510000,26700000,-2441133000,33000,41106000,-6095576000,326807326,17.320,0.000,11.280,1.040,0.410,0.000,-1028.766,0.000,0.091,0.836,0.496,11729.7990,0.0320,-378.0030,3.28,26/06/2024,147.59,48233492480,,8.52,0.043,0.037,-134.027,0.08
SPGI,S&P Global Inc.,Financial Services,Financial - Data & Stock Exchanges,1.16,2023,FY,09/02/2024,12497000000,4141000000,2626000000,5143000000,60589000000,6125000000,22489000000,11953000000,47000000,12000000000,334000000,3671000000,778000000,1143000000,4302000000,4020000000,5233000000,3738000000,3671000000,3710000000,-143000000,1316000000,-10684000000,3567000000,171000000,-1147000000,415000000,0,18728000000,318400000,39.250,8.250,119.660,0.840,0.840,0.077,0.069,0.043,0.074,0.669,0.322,0.2120,0.0280,0.0220,12.04,13/06/2024,437.19,139201298432,52.99,11.14,0.043,0.038,0.081,0.08
SRE,Sempra,Utilities,Diversified Utilities,0.75,2023,FY,27/02/2024,15802000000,12055000000,3075000000,5470000000,87181000000,10090000000,53527000000,26483000000,3387000000,31745000000,1710000000,2627000000,490000000,2227000000,677000000,3070000000,5297000000,5275000000,2627000000,6218000000,-8397000000,285000000,-31460000000,-2179000000,80000000,-1527000000,12204000000,909000000,15732000000,630296000,25.070,4.810,53.390,0.540,0.490,0.107,0.043,0.035,0.040,0.237,0.194,0.1870,0.0540,0.0440,1.8,01/07/2024,74.97,47253291008,15.59,2.99,0.045,0.035,0.060,0.08
STE,STERIS plc,Healthcare,Medical - Devices,0.83,2023,FY,10/05/2023,4957839000,2798147000,107030000,2011442000,10821839000,861844000,4734667000,3018655000,94961000,3018655000,109620000,157348000,51535000,167895,1400457000,268185000,1250285000,268185000,157348000,756947000,-361969000,208357000,-2810298000,394978000,38951000,-183498000,4486375000,0,1911533000,99706000,49.720,1.070,61.050,2.330,1.530,0.018,0.020,0.010,0.027,0.436,0.054,0.3280,0.0360,0.0240,2.45,10/01/2024,223.99,22333147136,209.34,4.50,0.040,0.040,0.067,0.08
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,1.36,2023,FY,29/02/2024,18795316000,15061420000,2450882000,6787826000,14982793000,2332296000,6143266000,2611069000,480990000,3199206000,109484000,3218943000,751611000,167895,588621000,3145275000,3583079000,3311977000,3218943000,3519928000,-1657905000,2122097000,-1077109000,1862023000,61744000,-271317000,651000,0,13545590000,166552000,112.850,14.720,53.070,2.910,1.670,0.276,0.202,0.164,0.249,0.199,0.167,0.2330,0.0340,0.0260,28.73,03/07/2024,127.13,21173755904,8.64,1.13,0.044,0.036,0.084,0.08
STT,State Street Corporation,Financial Services,Asset Management,1.52,2023,FY,15/02/2024,11945000000,426000000,1944000000,52379000000,297258000000,2660000000,273459000000,15667000000,5833000000,21500000000,6421000000,2316000000,372000000,167895,-9203000000,2316000000,2316000000,8737000000,2316000000,690000000,-816000000,48573000000,27073000000,-126000000,220000000,-970000000,504000000,1976000000,27957000000,322337000,37.060,5.650,73.830,19.690,68.790,0.082,0.043,0.007,0.008,0.964,0.194,0.1610,0.2990,0.2510,0.36,19/06/2024,72.40,23337199616,12.81,1.95,0.042,0.038,0.172,0.08
STX,Seagate Technology Holdings plc,Technology,Computer Hardware,1.04,2023,FY,04/08/2023,7384000000,6033000000,-529000000,2905000000,7556000000,2592000000,8755000000,5388000000,63000000,5451000000,313000000,-496000000,33000000,167895,1291000000,-342000000,542000000,-183000000,-496000000,942000000,-316000000,786000000,-4665000000,626000000,115000000,-582000000,0,0,-8670000000,207000000,35.670,-2.560,-5.790,1.120,0.680,0.441,-0.086,-0.070,-0.069,0.183,-0.046,-0.0670,0.0570,0.0610,-1.09,05/04/2024,89.99,18627930112,-35.15,2.52,0.044,0.040,0.077,0.08
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,0.86,2023,FY,20/04/2023,9452600000,4683600000,-38500000,3496100000,24662300000,2968300000,15928400000,11286500000,1174800000,12461300000,398700000,383600000,422100000,167895,1926100000,2842900000,3226700000,782300000,383600000,2756900000,-1035400000,133500000,-12327800000,1721500000,68500000,-587700000,2100000,0,12343900000,192543000,49.090,-0.200,45.360,1.180,0.540,-0.005,-0.014,-0.002,0.131,0.505,0.301,1.1000,0.0320,-0.0030,7.13,21/12/2023,235.87,45415116800,-1179.35,4.80,0.039,0.040,0.058,0.08
SWK,"Stanley Black & Decker, Inc.",Industrials,Manufacturing - Tools & Accessories,1.25,2023,FY,27/02/2024,15781100000,11682200000,-296200000,7017300000,23663800000,5883200000,14607700000,6101000000,1203600000,7683500000,553300000,-375700000,-94000000,625100000,3191300000,907600000,1532700000,163100000,-375700000,1191300000,-338700000,454600000,-7228900000,852600000,83800000,-482600000,442300000,0,8540200000,149751000,105.380,-1.980,60.470,1.190,0.390,-0.033,0.042,-0.012,0.051,0.260,0.058,0.2500,0.0720,0.0540,1.64,01/07/2024,77.75,11643140096,-39.27,0.74,0.045,0.035,0.075,0.08
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,1.23,2023,FY,17/11/2023,4772400000,2665100000,982800000,2722500000,8426700000,1051800000,2344000000,1292200000,299400000,1292200000,64400000,1078800000,96000000,167895,954000000,1125000000,1785200000,1143200000,1078800000,1856400000,-236100000,738500000,-553700000,1620300000,185100000,-405200000,39900000,0,5876000000,159400000,29.940,6.170,38.160,2.590,1.520,0.162,0.134,0.117,0.152,0.442,0.236,0.0890,0.0500,0.0450,17.47,19/07/2024,114.26,18213044224,18.52,3.82,0.042,0.040,0.086,0.08
SYF,Synchrony Financial,Financial Services,Financial - Credit Services,1.63,2023,FY,08/02/2024,13627000000,3246000000,2238000000,14259000000,117479000000,4256000000,103576000000,15982000000,4225000000,15982000000,3711000000,2904000000,666000000,167895,-10723000000,2904000000,3362000000,6615000000,2904000000,8593000000,0,14259000000,-1723000000,8593000000,0,-448000000,1000000,734000000,18662000000,421200000,32.350,5.210,33.010,3.350,21.710,0.161,0.066,0.019,0.026,0.762,0.213,0.2290,0.2320,0.1790,0.78,12/06/2024,43.65,18385379328,8.38,1.35,0.043,0.037,0.138,0.08
SYK,Stryker Corporation,Healthcare,Medical - Devices,0.9,2023,FY,14/02/2024,20498000000,7440000000,3165000000,12518000000,39912000000,7921000000,21319000000,10901000000,2094000000,12995000000,356000000,3673000000,508000000,1028000000,9152000000,3888000000,4952000000,4029000000,3673000000,3711000000,-575000000,3053000000,-9942000000,3136000000,205000000,-1139000000,38000000,0,16771000000,379600000,54.000,8.340,48.980,1.580,0.970,0.170,0.106,0.079,0.122,0.637,0.190,0.1380,0.0270,0.0240,10.92,18/06/2024,348.67,132355129344,41.81,6.46,0.042,0.038,0.072,0.08
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,1.18,2023,FY,25/08/2023,76324675000,62369678000,1770124000,10608364000,22821145000,8540433000,20779311000,11004266000,161601000,11165867000,526752000,2285355000,515231000,167895,10916448000,3038549000,3700784000,2812107000,2285355000,2867602000,-793325000,745201000,-10420666000,2074277000,95660000,-995985000,765175000,0,11310664000,507362913,150.430,3.490,4.020,1.240,0.720,0.881,0.179,0.078,0.213,0.183,0.040,0.2250,0.0470,0.0360,5.77,26/04/2024,77.07,39102459904,22.08,0.51,0.047,0.030,0.075,0.08
T,AT&T Inc.,Communication Services,Telecommunications Services,0.72,2023,FY,23/02/2024,122428000000,50123000000,14400000000,36458000000,407060000000,51127000000,287645000000,145422000000,9477000000,154899000000,6704000000,19848000000,4225000000,18777000000,47651000000,23461000000,46522000000,25329000000,19848000000,38314000000,-17853000000,6722000000,-148177000000,20461000000,479000000,-8136000000,7621000000,0,-5015000000,7181000000,17.050,1.970,16.630,0.710,0.670,0.139,0.072,0.035,0.066,0.591,0.192,0.2130,0.0430,0.0340,3.5,27/06/2024,18.75,134643752960,9.52,1.10,0.043,0.037,0.051,0.08
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Alcoholic,0.82,2023,FY,20/02/2024,11702100000,7333300000,948900000,2848500000,26375100000,4092600000,12940000000,5312100000,958700000,6270800000,234000000,1252500000,296100000,682800000,2779900000,1438200000,2332000000,1479000000,1252500000,2079000000,-671500000,868900000,-5401900000,1407500000,44900000,-354700000,455200000,0,7484300000,216000000,54.180,4.390,62.200,0.700,0.500,0.072,0.056,0.036,0.064,0.373,0.123,0.2360,0.0370,0.0280,6.15,24/06/2024,51.40,11102400512,11.71,0.95,0.042,0.038,0.057,0.08
TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,1.38,2023,FY,09/11/2023,6585000000,2743000000,1298000000,6738000000,19970000000,1579000000,21948000000,19183000000,420000000,19603000000,1164000000,1716000000,417000000,139000000,919000000,2923000000,3019000000,2879000000,1716000000,1375000000,-139000000,3575000000,-16028000000,1236000000,157000000,-38000000,1000000,98000000,-2621000000,57200000,115.120,22.030,-34.580,4.270,3.240,-0.654,0.126,0.065,0.159,0.583,0.444,0.2430,0.0590,0.0450,2.51,11/07/2024,1255.64,71822606336,57.00,10.91,0.042,0.040,0.084,0.08
TDY,Teledyne Technologies Incorporated,Technology,"Hardware,  Equipment & Parts",1,2023,FY,31/12/2023,5646100000,3386600000,885700000,2981400000,14527900000,1766100000,5302100000,2644800000,630200000,3398400000,85500000,958900000,72300000,167895,1208300000,1051200000,1367600000,1043500000,958900000,836100000,-114900000,648300000,-2750100000,721200000,32300000,0,500000,0,5447500000,47100000,119.870,18.800,195.880,1.690,1.170,0.096,0.078,0.061,0.082,0.400,0.186,0.0750,0.0250,0.0230,12.29,04/05/2024,390.44,18389723136,20.77,3.26,0.045,0.035,0.071,0.08
TECH,Bio-Techne Corporation,Healthcare,Biotechnology,1.29,2023,FY,23/08/2023,1136702000,366887000,285263000,621482000,2638692000,128509000,672176000,443766000,11199000,454965000,-11215000,338659000,53217000,107238000,470871000,298944000,406182000,327265000,338659000,254393000,-38244000,204310000,-250655000,216149000,39230000,-50285000,1576000,0,1309461000,157179000,7.230,1.810,12.510,4.840,3.500,0.145,0.104,0.108,0.119,0.677,0.263,0.1570,-0.0250,-0.0210,-26.66,24/04/2024,63.52,9984010240,35.09,8.78,0.047,0.030,0.085,0.08
TEL,TE Connectivity Ltd.,Technology,"Hardware,  Equipment & Parts",1.32,2023,FY,13/11/2023,16034000000,10979000000,1910000000,7892000000,21712000000,4463000000,10057000000,3529000000,682000000,4211000000,80000000,2268000000,364000000,794000000,2378000000,2304000000,3515000000,2354000000,2268000000,3132000000,-732000000,1661000000,-2550000000,2400000000,123000000,-725000000,142000000,0,12947000000,315000000,50.900,6.060,37.000,1.770,1.200,0.165,0.123,0.088,0.134,0.315,0.144,0.1600,0.0190,0.0160,28.8,15/07/2024,156.18,49196699648,25.77,3.07,0.042,0.040,0.086,0.08
TER,"Teradyne, Inc.",Technology,Semiconductors,1.5,2023,FY,22/02/2024,2676298000,1135352000,448752000,2162035000,3486824000,659951000,960927000,65092000,17522000,82614000,3806000,525572000,76820000,167895,1018601000,522345000,633462000,529378000,525572000,585231000,-159642000,819725000,737111000,425589000,57682000,-67878000,19087000,0,706514000,154310000,17.340,2.910,16.370,3.280,2.050,0.178,0.171,0.129,0.185,0.576,0.195,0.1460,0.0460,0.0390,137.24,26/06/2024,146.87,22663510016,50.47,8.47,0.043,0.037,0.098,0.08
TFC,Truist Financial Corporation,Financial Services,Banks - Regional,1.05,2023,FY,27/02/2024,33329000000,83000000,-1091000000,50115000000,538976000000,136698000000,479723000000,38906000000,24977000000,65154000000,3501000000,-185000000,862000000,1390000000,5060000000,-44000000,665000000,3272000000,-185000000,7845000000,12496000000,-5072000000,-70226000000,20341000000,320000000,-3131000000,6669000000,6673000000,22088000000,1331963000,25.020,-0.820,44.490,0.370,0.420,-0.019,-0.002,-0.002,0.000,0.998,-0.001,-4.6590,0.0540,0.3040,-0.01,01/07/2024,39.25,52279545856,-47.87,1.57,0.045,0.035,0.205,0.08
TFX,Teleflex Incorporated,Healthcare,Medical - Instruments & Supplies,1.13,2023,FY,23/02/2024,2974489000,1327558000,356328000,1407406000,7532546000,606745000,3091558000,1838872000,87500000,1926372000,85082000,434012000,76440000,242118000,1084218000,506313000,817612000,517850000,434012000,510638000,-91442000,222848000,-1703524000,419196000,31465000,-63896000,48046000,0,4109736000,46981000,63.310,7.580,94.530,2.320,1.290,0.080,0.066,0.047,0.073,0.554,0.170,0.1760,0.0440,0.0360,5.95,27/06/2024,207.23,9735872512,27.34,3.27,0.043,0.037,0.077,0.08
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel - Retail,0.88,2023,FY,29/03/2023,49936000000,36149000000,3498000000,12456000000,28349000000,10305000000,21985000000,10634000000,2110000000,12744000000,84000000,4636000000,1138000000,887000000,8927000000,5078000000,5965000000,4720000000,4636000000,4084000000,-1457000000,5477000000,-7267000000,2627000000,122000000,-1339000000,1155000000,0,5815000000,1166000000,42.830,3.000,5.460,1.210,0.640,0.550,0.200,0.123,0.281,0.276,0.102,0.2450,0.0070,0.0050,60.45,29/11/2023,88.10,102724599808,29.37,2.06,0.043,0.040,0.068,0.08
TMO,Thermo Fisher Scientific Inc.,Healthcare,Medical - Diagnostics & Research,0.77,2023,FY,22/02/2024,42857000000,27633000000,5995000000,24589000000,98726000000,14012000000,51884000000,31308000000,3609000000,34917000000,1375000000,6298000000,284000000,3406000000,7906000000,7318000000,10724000000,7654000000,6298000000,8406000000,-1479000000,8077000000,-26840000000,6927000000,278000000,-523000000,442000000,0,47364000000,386000000,111.030,15.530,121.350,1.750,1.390,0.128,0.086,0.061,0.086,0.355,0.171,0.0450,0.0390,0.0380,5.32,26/06/2024,558.17,215453614080,35.94,5.03,0.043,0.037,0.067,0.08
